/home/jayden/NNTrainer_Playground/t5gemma2/nntrainer/Applications/CausalLM/res/qwen3/qwen3-0.6b
/home/jayden/NNTrainer_Playground/t5gemma2/nntrainer/Applications/CausalLM/res/qwen3/qwen3-0.6b/qwen3_0.6b_fp32_x86.bin
Model Weight Bytes Breakdown:
=========================
embedding0 | embedding0:Embedding | 622329856 bytes
layer_name: layer16_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer17_attention_norm, 	time: 0 ms 
layer_name: layer17_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer17_wq, 	time: 0 ms 
layer_name: layer17_q_norm, 	time: 0 ms 
layer_name: layer17_wk, 	time: 4 ms 
layer_name: layer17_k_norm, 	time: 0 ms 
layer_name: layer17_wv, 	time: 2 ms 
layer_name: layer17_attention, 	time: 34 ms 
layer_name: layer17_attention_out, 	time: 4 ms 
layer_name: layer17_decoder_add, 	time: 0 ms 
layer_name: layer17_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer17_ffn_norm, 	time: 0 ms 
layer_name: layer17_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer17_ffn_gate, 	time: 6 ms 
layer_name: layer17_ffn_up, 	time: 2 ms 
layer_name: layer17_ffn_swiglu, 	time: 0 ms 
layer_name: layer17_ffn_down, 	time: 5 ms 
layer_name: layer17_decoder_output, 	time: 0 ms 
layer_name: layer17_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer18_attention_norm, 	time: 0 ms 
layer_name: layer18_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer18_wq, 	time: 5 ms 
layer_name: layer18_q_norm, 	time: 0 ms 
layer_name: layer18_wk, 	time: 4 ms 
layer_name: layer18_k_norm, 	time: 0 ms 
layer_name: layer18_wv, 	time: 2 ms 
layer_name: layer18_attention, 	time: 33 ms 
layer_name: layer18_attention_out, 	time: 2 ms 
layer_name: layer18_decoder_add, 	time: 0 ms 
layer_name: layer18_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer18_ffn_norm, 	time: 0 ms 
layer_name: layer18_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer18_ffn_gate, 	time: 5 ms 
layer_name: layer18_ffn_up, 	time: 2 ms 
layer_name: layer18_ffn_swiglu, 	time: 0 ms 
layer_name: layer18_ffn_down, 	time: 3 ms 
layer_name: layer18_decoder_output, 	time: 0 ms 
layer_name: layer18_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer19_attention_norm, 	time: 0 ms 
layer_name: layer19_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer19_wq, 	time: 1 ms 
layer_name: layer19_q_norm, 	time: 0 ms 
layer_name: layer19_wk, 	time: 4 ms 
layer_name: layer19_k_norm, 	time: 0 ms 
layer_name: layer19_wv, 	time: 1 ms 
layer_name: layer19_attention, 	time: 38 ms 
layer_name: layer19_attention_out, 	time: 3 ms 
layer_name: layer19_decoder_add, 	time: 0 ms 
layer_name: layer19_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer19_ffn_norm, 	time: 0 ms 
layer_name: layer19_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer19_ffn_gate, 	time: 2 ms 
layer_name: layer19_ffn_up, 	time: 2 ms 
layer_name: layer19_ffn_swiglu, 	time: 0 ms 
layer_name: layer19_ffn_down, 	time: 2 ms 
layer_name: layer19_decoder_output, 	time: 0 ms 
layer_name: layer19_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer20_attention_norm, 	time: 0 ms 
layer_name: layer20_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer20_wq, 	time: 3 ms 
layer_name: layer20_q_norm, 	time: 0 ms 
layer_name: layer20_wk, 	time: 0 ms 
layer_name: layer20_k_norm, 	time: 0 ms 
layer_name: layer20_wv, 	time: 0 ms 
layer_name: layer20_attention, 	time: 29 ms 
layer_name: layer20_attention_out, 	time: 4 ms 
layer_name: layer20_decoder_add, 	time: 0 ms 
layer_name: layer20_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer20_ffn_norm, 	time: 0 ms 
layer_name: layer20_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer20_ffn_gate, 	time: 5 ms 
layer_name: layer20_ffn_up, 	time: 5 ms 
layer_name: layer20_ffn_swiglu, 	time: 0 ms 
layer_name: layer20_ffn_down, 	time: 2 ms 
layer_name: layer20_decoder_output, 	time: 0 ms 
layer_name: layer20_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer21_attention_norm, 	time: 0 ms 
layer_name: layer21_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer21_wq, 	time: 0 ms 
layer_name: layer21_q_norm, 	time: 0 ms 
layer_name: layer21_wk, 	time: 0 ms 
layer_name: layer21_k_norm, 	time: 0 ms 
layer_name: layer21_wv, 	time: 0 ms 
layer_name: layer21_attention, 	time: 35 ms 
layer_name: layer21_attention_out, 	time: 4 ms 
layer_name: layer21_decoder_add, 	time: 0 ms 
layer_name: layer21_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer21_ffn_norm, 	time: 0 ms 
layer_name: layer21_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer21_ffn_gate, 	time: 5 ms 
layer_name: layer21_ffn_up, 	time: 5 ms 
layer_name: layer21_ffn_swiglu, 	time: 0 ms 
layer_name: layer21_ffn_down, 	time: 6 ms 
layer_name: layer21_decoder_output, 	time: 0 ms 
layer_name: layer21_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer22_attention_norm, 	time: 0 ms 
layer_name: layer22_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer22_wq, 	time: 3 ms 
layer_name: layer22_q_norm, 	time: 0 ms 
layer_name: layer22_wk, 	time: 1 ms 
layer_name: layer22_k_norm, 	time: 0 ms 
layer_name: layer22_wv, 	time: 0 ms 
layer_name: layer22_attention, 	time: 40 ms 
layer_name: layer22_attention_out, 	time: 5 ms 
layer_name: layer22_decoder_add, 	time: 0 ms 
layer_name: layer22_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer22_ffn_norm, 	time: 0 ms 
layer_name: layer22_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer22_ffn_gate, 	time: 5 ms 
layer_name: layer22_ffn_up, 	time: 3 ms 
layer_name: layer22_ffn_swiglu, 	time: 0 ms 
layer_name: layer22_ffn_down, 	time: 3 ms 
layer_name: layer22_decoder_output, 	time: 0 ms 
layer_name: layer22_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer23_attention_norm, 	time: 0 ms 
layer_name: layer23_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer23_wq, 	time: 1 ms 
layer_name: layer23_q_norm, 	time: 0 ms 
layer_name: layer23_wk, 	time: 0 ms 
layer_name: layer23_k_norm, 	time: 0 ms 
layer_name: layer23_wv, 	time: 0 ms 
layer_name: layer23_attention, 	time: 33 ms 
layer_name: layer23_attention_out, 	time: 4 ms 
layer_name: layer23_decoder_add, 	time: 0 ms 
layer_name: layer23_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer23_ffn_norm, 	time: 0 ms 
layer_name: layer23_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer23_ffn_gate, 	time: 6 ms 
layer_name: layer23_ffn_up, 	time: 3 ms 
layer_name: layer23_ffn_swiglu, 	time: 0 ms 
layer_name: layer23_ffn_down, 	time: 4 ms 
layer_name: layer23_decoder_output, 	time: 0 ms 
layer_name: layer23_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer24_attention_norm, 	time: 0 ms 
layer_name: layer24_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer24_wq, 	time: 2 ms 
layer_name: layer24_q_norm, 	time: 0 ms 
layer_name: layer24_wk, 	time: 2 ms 
layer_name: layer24_k_norm, 	time: 0 ms 
layer_name: layer24_wv, 	time: 2 ms 
layer_name: layer24_attention, 	time: 16 ms 
layer_name: layer24_attention_out, 	time: 10 ms 
layer_name: layer24_decoder_add, 	time: 0 ms 
layer_name: layer24_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer24_ffn_norm, 	time: 0 ms 
layer_name: layer24_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer24_ffn_gate, 	time: 2 ms 
layer_name: layer24_ffn_up, 	time: 2 ms 
layer_name: layer24_ffn_swiglu, 	time: 0 ms 
layer_name: layer24_ffn_down, 	time: 3 ms 
layer_name: layer24_decoder_output, 	time: 0 ms 
layer_name: layer24_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer25_attention_norm, 	time: 0 ms 
layer_name: layer25_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer25_wq, 	time: 2 ms 
layer_name: layer25_q_norm, 	time: 0 ms 
layer_name: layer25_wk, 	time: 0 ms 
layer_name: layer25_k_norm, 	time: 0 ms 
layer_name: layer25_wv, 	time: 0 ms 
layer_name: layer25_attention, 	time: 22 ms 
layer_name: layer25_attention_out, 	time: 22 ms 
layer_name: layer25_decoder_add, 	time: 0 ms 
layer_name: layer25_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer25_ffn_norm, 	time: 0 ms 
layer_name: layer25_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer25_ffn_gate, 	time: 2 ms 
layer_name: layer25_ffn_up, 	time: 0 ms 
layer_name: layer25_ffn_swiglu, 	time: 0 ms 
layer_name: layer25_ffn_down, 	time: 0 ms 
layer_name: layer25_decoder_output, 	time: 0 ms 
layer_name: layer25_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer26_attention_norm, 	time: 0 ms 
layer_name: layer26_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer26_wq, 	time: 0 ms 
layer_name: layer26_q_norm, 	time: 0 ms 
layer_name: layer26_wk, 	time: 1 ms 
layer_name: layer26_k_norm, 	time: 0 ms 
layer_name: layer26_wv, 	time: 1 ms 
layer_name: layer26_attention, 	time: 21 ms 
layer_name: layer26_attention_out, 	time: 10 ms 
layer_name: layer26_decoder_add, 	time: 0 ms 
layer_name: layer26_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer26_ffn_norm, 	time: 0 ms 
layer_name: layer26_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer26_ffn_gate, 	time: 3 ms 
layer_name: layer26_ffn_up, 	time: 2 ms 
layer_name: layer26_ffn_swiglu, 	time: 0 ms 
layer_name: layer26_ffn_down, 	time: 1 ms 
layer_name: layer26_decoder_output, 	time: 0 ms 
layer_name: layer26_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer27_attention_norm, 	time: 0 ms 
layer_name: layer27_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer27_wq, 	time: 0 ms 
layer_name: layer27_q_norm, 	time: 0 ms 
layer_name: layer27_wk, 	time: 0 ms 
layer_name: layer27_k_norm, 	time: 0 ms 
layer_name: layer27_wv, 	time: 1 ms 
layer_name: layer27_attention, 	time: 23 ms 
layer_name: layer27_attention_out, 	time: 23 ms 
layer_name: layer27_decoder_add, 	time: 0 ms 
layer_name: layer27_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer27_ffn_norm, 	time: 0 ms 
layer_name: layer27_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer27_ffn_gate, 	time: 0 ms 
layer_name: layer27_ffn_up, 	time: 0 ms 
layer_name: layer27_ffn_swiglu, 	time: 0 ms 
layer_name: layer27_ffn_down, 	time: 0 ms 
layer_name: layer27_decoder_output, 	time: 0 ms 
layer_name: output_norm, 	time: 0 ms 
layer_name: output_of_causallm, 	time: 12 ms 
.

layer_name: input0, 	time: 0 ms 
layer_name: embedding0, 	time: 11 ms 
layer_name: embedding0/generated_out_0, 	time: 0 ms 
layer_name: layer0_attention_norm, 	time: 0 ms 
layer_name: layer0_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer0_wq, 	time: 9 ms 
layer_name: layer0_q_norm, 	time: 0 ms 
layer_name: layer0_wk, 	time: 1 ms 
layer_name: layer0_k_norm, 	time: 0 ms 
layer_name: layer0_wv, 	time: 7 ms 
layer_name: layer0_attention, 	time: 45 ms 
layer_name: layer0_attention_out, 	time: 11 ms 
layer_name: layer0_decoder_add, 	time: 0 ms 
layer_name: layer0_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer0_ffn_norm, 	time: 0 ms 
layer_name: layer0_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer0_ffn_gate, 	time: 8 ms 
layer_name: layer0_ffn_up, 	time: 0 ms 
layer_name: layer0_ffn_swiglu, 	time: 0 ms 
layer_name: layer0_ffn_down, 	time: 0 ms 
layer_name: layer0_decoder_output, 	time: 0 ms 
layer_name: layer0_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer1_attention_norm, 	time: 0 ms 
layer_name: layer1_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer1_wq, 	time: 0 ms 
layer_name: layer1_q_norm, 	time: 0 ms 
layer_name: layer1_wk, 	time: 0 ms 
layer_name: layer1_k_norm, 	time: 0 ms 
layer_name: layer1_wv, 	time: 0 ms 
layer_name: layer1_attention, 	time: 54 ms 
layer_name: layer1_attention_out, 	time: 5 ms 
layer_name: layer1_decoder_add, 	time: 0 ms 
layer_name: layer1_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer1_ffn_norm, 	time: 0 ms 
layer_name: layer1_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer1_ffn_gate, 	time: 1 ms 
layer_name: layer1_ffn_up, 	time: 10 ms 
layer_name: layer1_ffn_swiglu, 	time: 0 ms 
layer_name: layer1_ffn_down, 	time: 3 ms 
layer_name: layer1_decoder_output, 	time: 0 ms 
layer_name: layer1_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer2_attention_norm, 	time: 0 ms 
layer_name: layer2_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer2_wq, 	time: 2 ms 
layer_name: layer2_q_norm, 	time: 0 ms 
layer_name: layer2_wk, 	time: 0 ms 
layer_name: layer2_k_norm, 	time: 0 ms 
layer_name: layer2_wv, 	time: 0 ms 
layer_name: layer2_attention, 	time: 33 ms 
layer_name: layer2_attention_out, 	time: 4 ms 
layer_name: layer2_decoder_add, 	time: 0 ms 
layer_name: layer2_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer2_ffn_norm, 	time: 0 ms 
layer_name: layer2_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer2_ffn_gate, 	time: 2 ms 
layer_name: layer2_ffn_up, 	time: 2 ms 
layer_name: layer2_ffn_swiglu, 	time: 0 ms 
layer_name: layer2_ffn_down, 	time: 1 ms 
layer_name: layer2_decoder_output, 	time: 0 ms 
layer_name: layer2_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer3_attention_norm, 	time: 0 ms 
layer_name: layer3_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer3_wq, 	time: 0 ms 
layer_name: layer3_q_norm, 	time: 0 ms 
layer_name: layer3_wk, 	time: 2 ms 
layer_name: layer3_k_norm, 	time: 0 ms 
layer_name: layer3_wv, 	time: 2 ms 
layer_name: layer3_attention, 	time: 19 ms 
layer_name: layer3_attention_out, 	time: 19 ms 
layer_name: layer3_decoder_add, 	time: 0 ms 
layer_name: layer3_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer3_ffn_norm, 	time: 0 ms 
layer_name: layer3_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer3_ffn_gate, 	time: 1 ms 
layer_name: layer3_ffn_up, 	time: 0 ms 
layer_name: layer3_ffn_swiglu, 	time: 0 ms 
layer_name: layer3_ffn_down, 	time: 3 ms 
layer_name: layer3_decoder_output, 	time: 0 ms 
layer_name: layer3_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer4_attention_norm, 	time: 0 ms 
layer_name: layer4_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer4_wq, 	time: 2 ms 
layer_name: layer4_q_norm, 	time: 0 ms 
layer_name: layer4_wk, 	time: 0 ms 
layer_name: layer4_k_norm, 	time: 0 ms 
layer_name: layer4_wv, 	time: 1 ms 
layer_name: layer4_attention, 	time: 46 ms 
layer_name: layer4_attention_out, 	time: 3 ms 
layer_name: layer4_decoder_add, 	time: 0 ms 
layer_name: layer4_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer4_ffn_norm, 	time: 0 ms 
layer_name: layer4_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer4_ffn_gate, 	time: 6 ms 
layer_name: layer4_ffn_up, 	time: 2 ms 
layer_name: layer4_ffn_swiglu, 	time: 0 ms 
layer_name: layer4_ffn_down, 	time: 1 ms 
layer_name: layer4_decoder_output, 	time: 0 ms 
layer_name: layer4_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer5_attention_norm, 	time: 0 ms 
layer_name: layer5_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer5_wq, 	time: 5 ms 
layer_name: layer5_q_norm, 	time: 0 ms 
layer_name: layer5_wk, 	time: 2 ms 
layer_name: layer5_k_norm, 	time: 0 ms 
layer_name: layer5_wv, 	time: 0 ms 
layer_name: layer5_attention, 	time: 41 ms 
layer_name: layer5_attention_out, 	time: 3 ms 
layer_name: layer5_decoder_add, 	time: 0 ms 
layer_name: layer5_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer5_ffn_norm, 	time: 0 ms 
layer_name: layer5_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer5_ffn_gate, 	time: 3 ms 
layer_name: layer5_ffn_up, 	time: 2 ms 
layer_name: layer5_ffn_swiglu, 	time: 0 ms 
layer_name: layer5_ffn_down, 	time: 5 ms 
layer_name: layer5_decoder_output, 	time: 0 ms 
layer_name: layer5_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer6_attention_norm, 	time: 0 ms 
layer_name: layer6_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer6_wq, 	time: 2 ms 
layer_name: layer6_q_norm, 	time: 0 ms 
layer_name: layer6_wk, 	time: 0 ms 
layer_name: layer6_k_norm, 	time: 0 ms 
layer_name: layer6_wv, 	time: 0 ms 
layer_name: layer6_attention, 	time: 18 ms 
layer_name: layer6_attention_out, 	time: 24 ms 
layer_name: layer6_decoder_add, 	time: 0 ms 
layer_name: layer6_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer6_ffn_norm, 	time: 0 ms 
layer_name: layer6_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer6_ffn_gate, 	time: 4 ms 
layer_name: layer6_ffn_up, 	time: 1 ms 
layer_name: layer6_ffn_swiglu, 	time: 0 ms 
layer_name: layer6_ffn_down, 	time: 0 ms 
layer_name: layer6_decoder_output, 	time: 0 ms 
layer_name: layer6_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer7_attention_norm, 	time: 0 ms 
layer_name: layer7_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer7_wq, 	time: 0 ms 
layer_name: layer7_q_norm, 	time: 0 ms 
layer_name: layer7_wk, 	time: 1 ms 
layer_name: layer7_k_norm, 	time: 0 ms 
layer_name: layer7_wv, 	time: 0 ms 
layer_name: layer7_attention, 	time: 32 ms 
layer_name: layer7_attention_out, 	time: 8 ms 
layer_name: layer7_decoder_add, 	time: 0 ms 
layer_name: layer7_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer7_ffn_norm, 	time: 0 ms 
layer_name: layer7_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer7_ffn_gate, 	time: 8 ms 
layer_name: layer7_ffn_up, 	time: 3 ms 
layer_name: layer7_ffn_swiglu, 	time: 0 ms 
layer_name: layer7_ffn_down, 	time: 1 ms 
layer_name: layer7_decoder_output, 	time: 0 ms 
layer_name: layer7_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer8_attention_norm, 	time: 0 ms 
layer_name: layer8_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer8_wq, 	time: 0 ms 
layer_name: layer8_q_norm, 	time: 0 ms 
layer_name: layer8_wk, 	time: 1 ms 
layer_name: layer8_k_norm, 	time: 0 ms 
layer_name: layer8_wv, 	time: 0 ms 
layer_name: layer8_attention, 	time: 25 ms 
layer_name: layer8_attention_out, 	time: 7 ms 
layer_name: layer8_decoder_add, 	time: 0 ms 
layer_name: layer8_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer8_ffn_norm, 	time: 0 ms 
layer_name: layer8_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer8_ffn_gate, 	time: 8 ms 
layer_name: layer8_ffn_up, 	time: 1 ms 
layer_name: layer8_ffn_swiglu, 	time: 0 ms 
layer_name: layer8_ffn_down, 	time: 8 ms 
layer_name: layer8_decoder_output, 	time: 0 ms 
layer_name: layer8_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer9_attention_norm, 	time: 0 ms 
layer_name: layer9_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer9_wq, 	time: 1 ms 
layer_name: layer9_q_norm, 	time: 0 ms 
layer_name: layer9_wk, 	time: 0 ms 
layer_name: layer9_k_norm, 	time: 0 ms 
layer_name: layer9_wv, 	time: 0 ms 
layer_name: layer9_attention, 	time: 24 ms 
layer_name: layer9_attention_out, 	time: 5 ms 
layer_name: layer9_decoder_add, 	time: 0 ms 
layer_name: layer9_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer9_ffn_norm, 	time: 0 ms 
layer_name: layer9_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer9_ffn_gate, 	time: 3 ms 
layer_name: layer9_ffn_up, 	time: 4 ms 
layer_name: layer9_ffn_swiglu, 	time: 0 ms 
layer_name: layer9_ffn_down, 	time: 4 ms 
layer_name: layer9_decoder_output, 	time: 0 ms 
layer_name: layer9_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer10_attention_norm, 	time: 0 ms 
layer_name: layer10_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer10_wq, 	time: 8 ms 
layer_name: layer10_q_norm, 	time: 0 ms 
layer_name: layer10_wk, 	time: 0 ms 
layer_name: layer10_k_norm, 	time: 0 ms 
layer_name: layer10_wv, 	time: 0 ms 
layer_name: layer10_attention, 	time: 51 ms 
layer_name: layer10_attention_out, 	time: 6 ms 
layer_name: layer10_decoder_add, 	time: 0 ms 
layer_name: layer10_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer10_ffn_norm, 	time: 0 ms 
layer_name: layer10_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer10_ffn_gate, 	time: 6 ms 
layer_name: layer10_ffn_up, 	time: 3 ms 
layer_name: layer10_ffn_swiglu, 	time: 0 ms 
layer_name: layer10_ffn_down, 	time: 5 ms 
layer_name: layer10_decoder_output, 	time: 0 ms 
layer_name: layer10_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer11_attention_norm, 	time: 0 ms 
layer_name: layer11_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer11_wq, 	time: 0 ms 
layer_name: layer11_q_norm, 	time: 0 ms 
layer_name: layer11_wk, 	time: 3 ms 
layer_name: layer11_k_norm, 	time: 0 ms 
layer_name: layer11_wv, 	time: 1 ms 
layer_name: layer11_attention, 	time: 32 ms 
layer_name: layer11_attention_out, 	time: 3 ms 
layer_name: layer11_decoder_add, 	time: 0 ms 
layer_name: layer11_decoder_add/generated_out_0, 	time: 0 ms 
layer_name: layer11_ffn_norm, 	time: 0 ms 
layer_name: layer11_ffn_norm/generated_out_0, 	time: 0 ms 
layer_name: layer11_ffn_gate, 	time: 6 ms 
layer_name: layer11_ffn_up, 	time: 3 ms 
layer_name: layer11_ffn_swiglu, 	time: 0 ms 
layer_name: layer11_ffn_down, 	time: 3 ms 
layer_name: layer11_decoder_output, 	time: 0 ms 
layer_name: layer11_decoder_output/generated_out_0, 	time: 0 ms 
layer_name: layer12_attention_norm, 	time: 0 ms 
layer_name: layer12_attention_norm/generated_out_0, 	time: 0 ms 
layer_name: layer12_wq, 	time: 2 ms 
layer_name: layer12_q_norm, 	time: 0 ms 
layer_name: layer12_wk, 	time: 3 ms 
layer_name: layer12_k_norm, 	time: 0 ms 
layer_name: layer12_wv, 	time: 3 ms 
layer_name: layer12_attention, 	time: 33 ms 
layer_name: layer12_attention_out, 	time: 9 ms 
layer_name: layer12_decoder_add, 	time: 0 ms 
